Crop,Month,Year,Rainfall,WPI
Sugarcane,7,2016,289.1,159.7
Sugarcane,8,2016,256.3,159.7
Sugarcane,9,2016,171.9,159.7
Sugarcane,10,2016,76.1,164.4
Sugarcane,11,2016,29.7,167.6
Sugarcane,12,2016,14.9,167.6
Sugarcane,1,2017,19,167.6
Sugarcane,2,2017,22.6,167.6
Sugarcane,3,2017,27.8,167.6
Sugarcane,4,2017,37.9,167.6
Sugarcane,5,2017,62.4,167.6
Sugarcane,6,2017,168.1,167.6
Sugarcane,7,2017,289.3,167.6
Sugarcane,8,2017,256.2,167.6
Sugarcane,9,2017,171.5,167.6
Sugarcane,10,2017,76.3,167.6
Sugarcane,11,2017,29.9,169.5
Sugarcane,12,2017,15,169.5
Sugarcane,1,2018,19.2,169.5
Sugarcane,2,2018,20.1,169.5
Sugarcane,3,2018,27.1,169.5
Sugarcane,4,2018,40.2,169.5
Sugarcane,5,2018,62.7,169.5
Sugarcane,6,2018,165,169.5
Sugarcane,7,2018,286.3,169.5
Sugarcane,8,2018,254.3,169.5
Sugarcane,9,2018,171.9,169.5
Sugarcane,10,2018,77.2,169.5
Sugarcane,11,2018,28.1,169.5
Sugarcane,12,2018,14.1,169.5
Sunflower,4,2012,47.5,101.9
Sunflower,5,2012,31.7,101.7
Sunflower,6,2012,117.8,104.8
Sunflower,7,2012,250.2,112.8
Sunflower,8,2012,262.4,118.4
Sunflower,9,2012,193.5,113.7
Sunflower,10,2012,58.7,115.3
Sunflower,11,2012,30.7,117.4
Sunflower,12,2012,11.7,116
Sunflower,1,2013,11.3,115
Sunflower,2,2013,40.1,116.1
Sunflower,3,2013,15.7,111.1
Sunflower,4,2013,30.4,111.9
Sunflower,5,2013,57.8,111.8
Sunflower,6,2013,219.8,118
Sunflower,7,2013,310,112.3
Sunflower,8,2013,254.7,121.9
Sunflower,9,2013,152.7,117.6
Sunflower,10,2013,129.4,114.4
Sunflower,11,2013,14,112.1
Sunflower,12,2013,6.7,114.5
Sunflower,1,2014,19.2,110.4
Sunflower,2,2014,27.4,112.2
Sunflower,3,2014,36.1,114.5
Sunflower,4,2014,22.2,109.9
Sunflower,5,2014,72.9,108.8
Sunflower,6,2014,95.4,111.1
Sunflower,7,2014,261.2,106.6
Sunflower,8,2014,237.5,110.4
Sunflower,9,2014,188,108.2
Sunflower,10,2014,60.2,110.1
Sunflower,11,2014,14.4,107.3
Sunflower,12,2014,10.7,107.2
Sunflower,1,2015,17.4,108
Sunflower,2,2015,21,109.8
Sunflower,3,2015,62,106.9
Sunflower,4,2015,69.4,105.8
Sunflower,5,2015,53.8,110.2
Sunflower,6,2015,192.8,109.4
Sunflower,7,2015,242.4,109
Sunflower,8,2015,205.2,112.6
Sunflower,9,2015,131.8,116.4
Sunflower,10,2015,42.9,117.1
Sunflower,11,2015,39.4,119.1
Sunflower,12,2015,15,119.7
Sunflower,1,2016,19.3,118.5
Sunflower,2,2016,22.8,118.1
Sunflower,3,2016,27.6,118.1
Sunflower,4,2016,37.4,115.5
Sunflower,5,2016,62.6,114.3
Sunflower,6,2016,168.3,112.7
Sunflower,7,2016,289.1,112.5
Sunflower,8,2016,256.3,112
Sunflower,9,2016,171.9,113.5
Sunflower,10,2016,76.1,113
Sunflower,11,2016,29.7,110.1
Sunflower,12,2016,14.9,109.4
Sunflower,1,2017,19,110
Sunflower,2,2017,22.6,108.5
Sunflower,3,2017,27.8,106.8
Sunflower,4,2017,37.9,104.2
Sunflower,5,2017,62.4,102.6
Sunflower,6,2017,168.1,98.3
Sunflower,7,2017,289.3,96.8
Sunflower,8,2017,256.2,94.5
Sunflower,9,2017,171.5,98.4
Sunflower,10,2017,76.3,99.1
Sunflower,11,2017,29.9,99.2
Sunflower,12,2017,15,100.2
Sunflower,1,2018,19.2,99.8
Sunflower,2,2018,20.1,100.6
Sunflower,3,2018,27.1,104.4
Sunflower,4,2018,40.2,107.2
Sunflower,5,2018,62.7,98.9
Sunflower,6,2018,165,101.3
Sunflower,7,2018,286.3,104.8
Sunflower,8,2018,254.3,105.9
Sunflower,9,2018,171.9,111.4
Sunflower,10,2018,77.2,116.6
Sunflower,11,2018,28.1,117.5
Sunflower,12,2018,14.1,118.2
Urad,4,2012,47.5,90.7
Urad,5,2012,31.7,90.8
Urad,6,2012,117.8,92.1
Urad,7,2012,250.2,97.9
Urad,8,2012,262.4,102.3
Urad,9,2012,193.5,102.3
Urad,10,2012,58.7,99.3
Urad,11,2012,30.7,97.5
Urad,12,2012,11.7,97.2
Urad,1,2013,11.3,96.5
Urad,2,2013,40.1,96.3
Urad,3,2013,15.7,96.5
Urad,4,2013,30.4,96.2
Urad,5,2013,57.8,96.3
Urad,6,2013,219.8,95.2
Urad,7,2013,310,96.6
Urad,8,2013,254.7,96.3
Urad,9,2013,152.7,97.1
Urad,10,2013,129.4,97.9
Urad,11,2013,14,103.1
Urad,12,2013,6.7,103.7
Urad,1,2014,19.2,105.7
Urad,2,2014,27.4,108.5
Urad,3,2014,36.1,108.3
Urad,4,2014,22.2,109.7
Urad,5,2014,72.9,115.1
Urad,6,2014,95.4,116.5
Urad,7,2014,261.2,122.3
Urad,8,2014,237.5,127
Urad,9,2014,188,128
Urad,10,2014,60.2,124.3
Urad,11,2014,14.4,124
Urad,12,2014,10.7,124.7
Urad,1,2015,17.4,131.6
Urad,2,2015,21,132.1
Urad,3,2015,62,133.7
Urad,4,2015,69.4,138.8
Urad,5,2015,53.8,149.7
Urad,6,2015,192.8,160.4
Urad,7,2015,242.4,162.8
Urad,8,2015,205.2,167.7
Urad,9,2015,131.8,171.8
Urad,10,2015,42.9,196.9
Urad,11,2015,39.4,204.7
Urad,12,2015,15,203.4
Urad,1,2016,19.3,206.1
Urad,2,2016,22.8,199.3
Urad,3,2016,27.6,198.2
Urad,4,2016,37.4,213
Urad,5,2016,62.6,231
Urad,6,2016,168.3,247.6
Urad,7,2016,289.1,243.7
Urad,8,2016,256.3,229.3
Urad,9,2016,171.9,211.6
Urad,10,2016,76.1,199
Urad,11,2016,29.7,188.4
Urad,12,2016,14.9,178.4
Urad,1,2017,19,167.6
Urad,2,2017,22.6,158.1
Urad,3,2017,27.8,151.1
Urad,4,2017,37.9,149.5
Urad,5,2017,62.4,145.7
Urad,6,2017,168.1,140.8
Urad,7,2017,289.3,134.1
Urad,8,2017,256.2,127.2
Urad,9,2017,171.5,129.1
Urad,10,2017,76.3,127.7
Urad,11,2017,29.9,123.7
Urad,12,2017,15,121
Urad,1,2018,19.2,114.8
Urad,2,2018,20.1,112.6
Urad,3,2018,27.1,112.1
Urad,4,2018,40.2,110.5
Urad,5,2018,62.7,108.4
Urad,6,2018,165,105.9
Urad,7,2018,286.3,106.9
Urad,8,2018,254.3,109.8
Urad,9,2018,171.9,107.6
Urad,10,2018,77.2,111
Urad,11,2018,28.1,118.6
Urad,12,2018,14.1,123.3
Wheat,4,2012,47.5,104.6
Wheat,5,2012,31.7,105.4
Wheat,6,2012,117.8,104.4
Wheat,7,2012,250.2,105.8
Wheat,8,2012,262.4,116
Wheat,9,2012,193.5,119.4
Wheat,10,2012,58.7,117.4
Wheat,11,2012,30.7,120.7
Wheat,12,2012,11.7,121.7
Wheat,1,2013,11.3,121.6
Wheat,2,2013,40.1,123.6
Wheat,3,2013,15.7,122.8
Wheat,4,2013,30.4,120.1
Wheat,5,2013,57.8,118.9
Wheat,6,2013,219.8,121.9
Wheat,7,2013,310,122.3
Wheat,8,2013,254.7,123.1
Wheat,9,2013,152.7,124.6
Wheat,10,2013,129.4,125.7
Wheat,11,2013,14,127.6
Wheat,12,2013,6.7,128.6
Wheat,1,2014,19.2,130
Wheat,2,2014,27.4,128.8
Wheat,3,2014,36.1,127.5
Wheat,4,2014,22.2,123.5
Wheat,5,2014,72.9,120.9
Wheat,6,2014,95.4,120.4
Wheat,7,2014,261.2,121.9
Wheat,8,2014,237.5,122.5
Wheat,9,2014,188,121.8
Wheat,10,2014,60.2,122.3
Wheat,11,2014,14.4,123.7
Wheat,12,2014,10.7,125.8
Wheat,1,2015,17.4,126.3
Wheat,2,2015,21,125.9
Wheat,3,2015,62,125.9
Wheat,4,2015,69.4,125.1
Wheat,5,2015,53.8,124.1
Wheat,6,2015,192.8,122.3
Wheat,7,2015,242.4,124.8
Wheat,8,2015,205.2,126.1
Wheat,9,2015,131.8,126.2
Wheat,10,2015,42.9,128.5
Wheat,11,2015,39.4,129.9
Wheat,12,2015,15,131.9
Wheat,1,2016,19.3,134.1
Wheat,2,2016,22.8,134.1
Wheat,3,2016,27.6,134.1
Wheat,4,2016,37.4,132.9
Wheat,5,2016,62.6,134.5
Wheat,6,2016,168.3,136.5
Wheat,7,2016,289.1,137.9
Wheat,8,2016,256.3,139.1
Wheat,9,2016,171.9,140
Wheat,10,2016,76.1,140.8
Wheat,11,2016,29.7,147.9
Wheat,12,2016,14.9,152.3
Wheat,1,2017,19,151.3
Wheat,2,2017,22.6,149.3
Wheat,3,2017,27.8,142.9
Wheat,4,2017,37.9,141
Wheat,5,2017,62.4,137.5
Wheat,6,2017,168.1,136.1
Wheat,7,2017,289.3,136.3
Wheat,8,2017,256.2,137.1
Wheat,9,2017,171.5,137.6
Wheat,10,2017,76.3,138
Wheat,11,2017,29.9,139.4
Wheat,12,2017,15,139.4
Wheat,1,2018,19.2,140.8
Wheat,2,2018,20.1,140
Wheat,3,2018,27.1,141.2
Wheat,4,2018,40.2,140.9
Wheat,5,2018,62.7,141.7
Wheat,6,2018,165,143.1
Wheat,7,2018,286.3,145
Wheat,8,2018,254.3,148.6
Wheat,9,2018,171.9,149.8
Wheat,10,2018,77.2,151.1
Wheat,11,2018,28.1,152.2
Wheat,12,2018,14.1,152.8
